"Ean","Quofi","Quofi-Titel","_type"
"8714186070345","46.50","Intersteel deurkruk met rozet - Yvonne - mat chroom","dict"
"8714186090602","38.90","Intersteel deurkruk met rozet - Saturnus - rond - mat chroom","dict"
"8714186068267","65.50","Intersteel deurkruk met rozet - Sigaar - rond - mat chroom","dict"
"8714186089262","43.66","Intersteel deurkruk met rozet - Phobos - mat chroom","dict"
"8714186489192","82.61","Intersteel deurkruk op schild - Courgette - WC 63/8 - ovaal - mat chroom","dict"
"8714186489215","55.06","Intersteel deurkruk met rozet - Courgette - verdekt - mat chroom","dict"
"8714186489178","69.31","Intersteel deurkruk op schild - Courgette - SL 56 - ovaal - mat chroom","dict"
"8714186489154","69.31","Intersteel deurkruk op schild - Courgette - blind - ovaal - mat chroom","dict"
"8714186093467","81.65","Intersteel knopkruk op rozet - druppelvorm - rond - mat chroom","dict"
"8714186091500","111.15","Intersteel deurkruk met vierkant rozet - Bau-Stil - mat chroom/mat zwart","dict"
"8714186055861","9.50","Intersteel sleutelplaatje - vierkant - mat chroom","dict"
"8714186116531","12.73","Intersteel rozet met profielcilindergat - rechthoekig - verlengd -mat chroom","dict"
"8714186062838","35.62","Intersteel toilet-/badkamersluiting - vierkant rozet - 37x37 mm - mat chroom","dict"
"8714186081426","14.81","Intersteel rozet - met sleutelgat - vierkant - mat chroom","dict"
"8714186081433","14.81","Intersteel rozet - met profielcilindergat - vierkant - groot - mat chroom","dict"
"8714186081303","47.46","Intersteel toilet-/badkamersluiting - vierkant rozet - 55x55 mm - opschroef - mat chroom","dict"
"8714186056042","9.50","Intersteel rozet - met sleutelgat - mat chroom","dict"
"8714186070680","9.50","Intersteel rozet - met profielcilindergat - mat chroom","dict"
"8714186056059","37.00","Intersteel toilet-/badkamersluiting met rond rozet - Ø 49 mm - mat chroom","dict"
"8714186473047","33.64","Intersteel WC-overslag - met bocht - met tekst ""vrij/bezet"" - mat chroom","dict"
"8714186473108","33.64","Intersteel WC-overslag - vlak - met tekst ""vrij/bezet"" - mat chroom","dict"
"8714186079553","122.55","Intersteel veiligheidsrozetten - SKG*** - met kerntrekbeveiliging - mat chroom","dict"
"8714186069912","56.95","Intersteel voordeurknop paddenstoel - ø 57 mm - mat chroom","dict"
"8714186094457","51.26","Intersteel voordeurknop rond zwaar - ø 72 mm - mat chroom","dict"
"8714186084359","10.41","Intersteel afdekplaatje - tbv bout voordeurknop - mat chroom","dict"
"8714186069929","27.50","Intersteel beldrukker - ovaal - 60x32 mm - mat chroom","dict"
"8714186091401","20.38","Intersteel deurbel - rond 50 mm - verdekt - mat chroom","dict"
"8714186069905","75.95","Intersteel briefplaat rechthoekig - met klep/regenrand - 325x77 mm - mat chroom","dict"
"8714186069882","85.45","Intersteel briefplaat - ovaal met veer - 343x77 mm - mat chroom","dict"
"8714186069899","95.95","Intersteel tochtklep - ovaal - 342x78 mm - mat chroom","dict"
"8714186128626","77.85","Intersteel tochtwering - rechthoekig - 325x75 mm - chroom mat","dict"
"8714186083734","23.70","Intersteel huisnummer - Nr. 0 - modern - 120 mm - mat chroom","dict"
"8714186083741","23.70","Intersteel huisnummer - Nr. 1 - modern - 120 mm - mat chroom","dict"
"8714186083758","23.70","Intersteel huisnummer - Nr. 2 - modern - 120 mm - mat chroom","dict"
"8714186083765","23.70","Intersteel huisnummer - Nr. 3 - modern - 120 mm - mat chroom","dict"
"8714186083802","23.70","Intersteel huisnummer - Nr. 7 - modern - 120 mm - mat chroom","dict"
"8714186083819","23.70","Intersteel huisnummer - Nr. 8 - modern - 120 mm - mat chroom","dict"
"8714186083826","21.80","Intersteel huisnummer - Nr. 9 - modern - 120 mm - mat chroom","dict"
"8714186083772","23.70","Intersteel huisnummer - Nr. 4 - modern - 120 mm - mat chroom","dict"
"8714186083789","23.70","Intersteel huisnummer - Nr. 5 - modern - 120 mm - mat chroom","dict"
"8714186083796","23.70","Intersteel huisnummer - Nr. 6 - modern - 120 mm - mat chroom","dict"
"8714186473191","17.05","Intersteel raamsluiting - Ton - rechts - mat chroom/ebbenhout","dict"
"8714186473207","17.05","Intersteel raamsluiting - Ton - links - mat chroom/ebbenhout","dict"
"8714186473276","26.56","Intersteel raamuitzetter - Ton - met stelpennen - mat chroom","dict"
"8714186062814","33.20","Intersteel Raamsluiting dudok rechts mat chroom","dict"
"8714186062807","33.20","Intersteel Raamsluiting dudok links mat chroom","dict"
"8714186062791","47.46","Intersteel raamuitzetter met stelpen - mat chroom","dict"
"8714186091692","141.55","Intersteel set stangen voor pomp-espagnolet - mat chroom","dict"
"8714186116289","57.90","Intersteel raamkruk - Ton 222 - 7 mm stift - mat chroom/ebbenhout","dict"
"8714186420690","62.65","Intersteel deurkruk met rozet - Courgette - verdekt - nikkel","dict"
"8714186489468","30.64","Intersteel deurkruk met schild - Ton Basic - blind - nikkel","dict"
"8714186489482","30.64","Intersteel deurkruk met schild - Ton Basic - met sleutelgat 56 mm - nikkel","dict"
"8714186490129","40.81","Intersteel deurkruk met schild - Ton Basic - toilet-/badkamersluiting 63/8 mm - nikkel","dict"
"8714186377161","19.89","Intersteel deurkruk met vierkant rozet - Ton Basic - nikkel","dict"
"8714186489109","84.49","Intersteel deurkruk met rozet - Antonnet - met schroefgaten - nikkel","dict"
"8714186055946","19.89","Intersteel rozet met sleutelgat - rond - verdekt - nikkel","dict"
"8714186061442","19.89","Intersteel rozet met profielcilindergat - verdekt - nikkel","dict"
"8714186055953","56.95","Intersteel toilet-/badkamersluiting met rond rozet - Ø 52 mm - nikkel","dict"
"8714186055915","8.35","Intersteel rozet met sleutelgat - schroefgat - nikkel","dict"
"8714186083833","8.35","Intersteel rozet met profielcilindergat - schroefgat - nikkel","dict"
"8714186055922","37.96","Intersteel toilet-/badkamersluiting met rond rozet - Ø 52 mm - opschroef - nikkel","dict"
"8714186420317","6.64","Intersteel rozet - Basic - met sleutelgat - vierkant - nikkel","dict"
"8714186055557","9.50","Intersteel sleutelplaatje - vierkant - nikkel","dict"
"8714186116524","12.73","Intersteel rozet met profielcilindergat - rechthoekig - verlengd - nikkel","dict"
"8714186055571","35.62","Intersteel toilet-/badkamersluiting met vierkant rozet - 37x37 mm - nikkel","dict"
"8714186378274","22.42","Intersteel toilet-/badkamersluiting met vierkant rozet - 37,5x37,5 mm - basic nikkel","dict"
"8714186104224","9.93","Intersteel sleutelplaatje - verdekt kunststof - nikkel","dict"
"8714186104217","9.93","Intersteel rozet met profielcilindergat - nikkel","dict"
"8714186104231","38.90","Intersteel toilet-/badkamersluiting met rond rozet - Ø 49 mm - nikkel","dict"
"8714186473016","33.64","Intersteel WC-overslag - met bocht - met tekst ""vrij/bezet"" - nikkel","dict"
"8714186519684","33.64","Intersteel wc-overslag - met bocht - groen/rood - nikkel","dict"
"8714186473092","33.64","Intersteel WC-overslag - vlak - met tekst ""vrij/bezet"" - nikkel","dict"
"8714186515136","40.81","Intersteel toilet-/badkamersluiting - George - 8 mm - met tekst ""vrij/bezet"" - nikkel","dict"
"8714186128619","77.85","Intersteel tochtwering - rechthoekig - 325x75 mm - nikkel","dict"
"8714186461204","21.80","Intersteel deurgreep met rozet - Ton 75/150 - ebbenhout/nikkel","dict"
"8714186461211","23.70","Intersteel deurgreep met rozet - Ton 95/170 - ebbenhout/nikkel","dict"
"8714186126288","25.60","Intersteel deurstop met ring - vloermontage - Ø 32x45 mm- nikkel","dict"
"8714186473153","17.05","Intersteel raamsluiting - Ton - rechts - nikkel/ebbenhout","dict"
"8714186473160","17.05","Intersteel raamsluiting - Ton - links - nikkel/ebbenhout","dict"
"8714186473252","26.56","Intersteel raamuitzetter - Ton - met stelpennen - nikkel","dict"
"8714186056196","46.50","Intersteel raamuitzetter met stelpen - nikkel","dict"
"8714186099940","141.55","Intersteel stangenset deurespagnolet - 2 x 125 cm - nikkel","dict"
"8714186100004","141.55","Intersteel set stangen voor kruk-espagnolet - nikkel","dict"
"8714186105474","345.81","Intersteel deurespagnolet - Ton 222 - nikkel/ebbenhout","dict"
"8714186121047","345.81","Intersteel deurespagnolet - Ton 400 - nikkel","dict"
"8714186105573","322.05","Intersteel kruk-espagnolet - Ton 222 - rechts - nikkel","dict"
"8714186105566","322.05","Intersteel kruk-espagnolet - Ton 222 - links - nikkel","dict"
"8714186122051","322.05","Intersteel kruk-espagnolet - Ton 400 - rechts - nikkel/ebbenhout","dict"
"8714186122044","322.05","Intersteel kruk-espagnolet - Ton 400 - links - nikkel/ebbenhout","dict"
"8714186106730","51.26","Intersteel raamkruk - Courgette - 7mm stift - nikkel/zwart","dict"
"8714186116272","57.90","Intersteel raamkruk - Ton 222 - 7 mm stift - nikkel/ebbenhout","dict"
"8714186116418","137.75","Intersteel raamkruk - Ton 222 - afsluitbaar - 7 mm stift - nikkel","dict"
"8714186130674","136.80","Intersteel afsluitbare raamsluiting - Ton 222 - SKG* - rechts - nikkel/ebbenhout","dict"
"8714186130858","136.80","Intersteel afsluitbare raamsluiting - Ton 222 - SKG* - links - nikkel/ebbenhout","dict"
"8714186130735","136.80","Intersteel afsluitbare raamsluiting - Ton 400 - SKG* - rechts - nikkel/ebbenhout","dict"
"8714186130919","136.80","Intersteel afsluitbare raamsluiting - Ton 400 - SKG* - links - nikkel/ebbenhout","dict"
"8714186126257","11.16","Intersteel leuninghouder - opschroevend - vlak zadel - nikkel","dict"
"8714186126264","11.16","Intersteel leuninghouder - opschroevend - hol zadel - nikkel","dict"
"8714186126226","11.16","Intersteel leuninghouder - centraal vlak zadel - blind - nikkel","dict"
"8714186126233","11.16","Intersteel leuninghouder - centraal hol zadel - blind - nikkel","dict"
"8714186056028","53.16","Intersteel deurkruk met rozet - Jupiter - rond - mat nikkel","dict"
"8714186068557","75.01","Intersteel deurkruk met rozet - Sigaar - mat nikkel","dict"
"8714186089279","47.46","Intersteel deurkruk met rozet - Phobos - mat nikkel","dict"
"8714186489253","66.45","Intersteel deurkruk met rozet - Sophie - verdekt - mat nikkel","dict"
"8714186420225","19.89","Intersteel deurkruk met vierkant rozet - Ton Basic - mat nikkel/ebbenhout","dict"
"8714186489451","30.64","Intersteel deurkruk met schild - Ton Basic - blind - nikkel mat","dict"
"8714186489475","30.64","Intersteel deurkruk met schild - Ton Basic - met sleutelgat 56 mm - nikkel mat","dict"
"8714186489499","40.81","Intersteel deurkruk met schild - Ton Basic - toilet-/badkamersluiting 63/8 mm - nikkel mat","dict"
"8714186093474","86.41","Intersteel knopkruk op rozet - druppelvorm - rond - mat nikkel","dict"
"8714186489093","84.49","Intersteel deurkruk met rozet - Antonnet - met schroefgaten - mat nikkel","dict"
"8714186144008","34.15","Intersteel deurkruk met rozet - Bjorn - mat nikkel","dict"
"8714186168004","40.81","Intersteel deurkruk op schild - Bjorn - blind - mat nikkel","dict"
"8714186168028","40.81","Intersteel deurkruk op schild - Bjorn - SL 56 - mat nikkel","dict"
"8714186168035","40.81","Intersteel deurkruk op schild - Bjorn - PC 72 - mat nikkel","dict"
"8714186168042","45.56","Intersteel deurkruk op schild - Bjorn - WC 63/8 - mat nikkel","dict"
"8714186143971","36.05","Intersteel deurkruk op rond rozet - George - Ø 52x10 mm - mat nikkel","dict"
"8714186148549","40.81","Intersteel deurkruk met langschild - George - blind - mat nikkel","dict"
"8714186183717","40.81","Intersteel deurkruk met langschild - George - met sleutelgat 56 mm - mat nikkel","dict"
"8714186177020","40.81","Intersteel deurkruk met langschild - George - op langschild SL 72mm - mat nikkel","dict"
"8714186182369","40.81","Intersteel deurkruk met schild - George - met profielcilinder 55 mm - mat nikkel","dict"
"8714186177037","40.81","Intersteel deurkruk met langschild - George - met profielcilindergat 72 mm - mat nikkel","dict"
"8714186169216","45.56","Intersteel deurkruk met langschild - George - WC 63/8 mm - mat nikkel","dict"
"8714186143964","30.35","Intersteel deurkruk met rozet - William - rond - mat nikkel","dict"
"8714186167779","30.35","Intersteel deurkruk met rozet - Marieke - nikkel mat","dict"
"8714186167830","35.10","Intersteel deurkruk met rozet - Bryan - mat nikkel","dict"
"8714186167816","31.30","Intersteel deurkruk met rozet - Matthijs - rond - nikkel mat","dict"
"8714186169322","38.90","Intersteel deurkruk op schild - Emily - blind - mat nikkel","dict"
"8714186498965","38.90","Intersteel deurkruk op schild - Emily - SL 56 - mat nikkel","dict"
"8714186498972","38.90","Intersteel deurkruk op schild - Emily - PC 55 - mat nikkel","dict"
"8714186169346","38.90","Intersteel deurkruk op schild - Emily - PC 72 - mat nikkel","dict"
"8714186498958","43.66","Intersteel deurkruk op schild - Emily - WC 63/8 - mat nikkel","dict"
"8714186272657","40.81","Intersteel deurkruk met rozet - Dean - vierkant - mat nikkel","dict"
"8714186272671","36.05","Intersteel deurkruk met rozet - Ben - vierkant - nikkel mat","dict"
"8714186144084","21.80","Intersteel knop op rozet - mat nikkel","dict"
"8714186272299","21.80","Intersteel knop op rozet - mat nikkel","dict"
"8714186297452","24.66","Intersteel deurknop met rozet - vierkant - mat nikkel","dict"
"8714186129234","40.52","Intersteel schild met sleutelgat ovaal - SL72 mm - nikkel mat","dict"
"8714186097014","8.35","Intersteel rozet met sleutelgat - nikkel mat - 0019.317316","dict"
"8714186097021","8.35","Intersteel rozet met cilindergat - nikkel mat - 0019.317317","dict"
"8714186097038","37.96","Intersteel rozet met toilet-/badkamersluiting - nikkel mat - 0019.317360","dict"
"8714186420324","6.64","Intersteel rozet - Basic - met sleutelgat - vierkant - mat nikkel","dict"
"8714186096987","9.50","Intersteel rozet met sleutelgat - vierkant - nikkel mat","dict"
"8714186116517","12.73","Intersteel rozet met profielcilindergat - rechthoekig - verlengd - nikkel mat","dict"
"8714186096994","35.62","Intersteel toilet-/badkamersluiting met vierkant rozet - 37x37 mm - mat nikkel","dict"
"8714186420300","22.42","Intersteel toilet-/badkamersluiting met rozet - basic - vierkant - nikkel mat","dict"
"8714186041239","9.93","Intersteel sleutelplaatje - verdekt kunststof - mat nikkel","dict"
"8714186041246","9.93","Intersteel rozet met profielcilindergat - rond - verdekt - kunststof - mat nikkel","dict"
"8714186041253","38.90","Intersteel toilet-/badkamersluiting met rond rozet - Ø 49 mm - mat nikkel","dict"
"8714186473023","33.64","Intersteel WC-overslag - met bocht - met tekst ""vrij/bezet"" - mat nikkel","dict"
"8714186519691","33.64","Intersteel wc-overslag - met bocht - groen/rood - mat nikkel","dict"
"8714186473085","33.64","Intersteel WC-overslag - vlak - met tekst ""vrij/bezet"" - mat nikkel","dict"
"8714186515143","40.81","Intersteel toilet-/badkamersluiting - George - 8 mm - met tekst ""vrij/bezet"" - mat nikkel","dict"
"8714186079560","122.55","Intersteel veiligheidsrozetten - SKG*** - met kerntrekbeveiliging - mat nikkel","dict"
"8714186044902","51.26","Intersteel voordeurknop rond zwaar - ø 72 mm - mat nikkel","dict"
"8714186034422","10.41","Intersteel afdekplaatje voordeurknop - mat nikkel","dict"
"8714186091371","27.50","Intersteel deurbel - rond 50 mm - verdekt - mat nikkel","dict"
"8714186034484","75.95","Intersteel briefplaat rechthoekig - met klep/regenrand - 325x77 mm - mat nikkel","dict"
"8714186034460","77.85","Intersteel briefplaat - rechthoekig met veer - 348x75 mm - mat nikkel","dict"
"8714186046609","95.95","Intersteel tochtklep - ovaal - 342x78 mm - mat messing vernikkeld","dict"
"8714186128602","77.85","Intersteel tochtwering - rechthoekig - 325x75 mm - nikkel mat","dict"
"8714186094914","63.60","Intersteel deurklopper - rond - 107 mm - nikkel mat","dict"
"8714186461235","21.80","Intersteel deurgreep met rozet - Ton 75/150 - ebbenhout/mat nikkel","dict"
"8714186461228","23.70","Intersteel deurgreep met rozet - Ton 95/170 - ebbenhout/mat nikkel","dict"
"8714186055984","27.50","Intersteel deurstop met ring - vloermontage - Ø 32x45 mm - mat nikkel","dict"
"8714186034576","18.96","Intersteel deurstop bolrond - vloermontage -  Ø 45 mm -  mat nikkel","dict"
"8714186050323","14.53","Intersteel schuifdeurkom - 120x40 mm - mat nikkel","dict"
"8714186046852","16.11","Intersteel sierhuls - 40/40 mm - nikkel mat","dict"
"8714186473177","17.05","Intersteel raamsluiting - Ton - rechts - mat nikkel/ebbenhout","dict"
"8714186473184","17.05","Intersteel raamsluiting - Ton - links - mat nikkel/ebbenhout","dict"
"8714186473269","26.56","Intersteel raamuitzetter - Ton - met stelpennen - mat nikkel","dict"
"8714186045497","17.05","Intersteel sluitplaat met kom - 70x30 mm - mat nikkel","dict"
"8714186065303","40.81","Intersteel Raamsluiting + nok ferraro rechts mat nikkel","dict"
"8714186065297","40.81","Intersteel Raamsluiting + nok ferraro links mat nikkel","dict"
"8714186045701","47.46","Intersteel raamuitzetter met stelpen - mat nikkel","dict"
"8714186045749","5.69","Intersteel stelpen - mat nikkel","dict"
"8714186091722","141.55","Intersteel set stangen voor kruk-espagnolet - mat nikkel","dict"
"8714186105542","322.05","Intersteel kruk-espagnolet - Ton 222 - rechts - mat nikkel","dict"
"8714186105559","322.05","Intersteel kruk-espagnolet - Ton 222 - links - mat nikkel","dict"
"8714186116630","57.90","Intersteel raamkruk op rozet - Ton 222 - ovaal - 7 mm - mat nikkel/ebbenhout","dict"
"8714186314722","25.60","Intersteel raamkruk - Emily - nikkel mat","dict"
"8714186147986","105.45","Intersteel raamkruk - Ton 400 - afsluitbaar - op ovaal rozet - mat nikkel","dict"
"8714186147993","105.45","Intersteel raamkruk op rozet - Ton 222 - ovaal - afsluitbaar - mat nikkel","dict"
"8714186130681","134.90","Intersteel afsluitbare raamsluiting - Ton 222 - SKG* - rechts - mat nikkel/ebbenhout","dict"
"8714186130865","134.90","Intersteel afsluitbare raamsluiting - Ton 222 - SKG* - links - mat nikkel/ebbenhout","dict"
"8714186130742","134.90","Intersteel afsluitbare raamsluiting - Ton 400 - SKG* - rechts - nikkel mat/ebbenhout","dict"
"8714186130926","134.90","Intersteel afsluitbare raamsluiting - Ton 400 - SKG* - links - mat nikkel/ebbenhout","dict"
"8714186034538","4.26","Intersteel kapstokhaak - scheepsmodel - enkel - mat nikkel","dict"
"8714186034521","7.11","Intersteel kapstokhaak - scheepsmodel - lang - mat nikkel","dict"
"8714186034545","6.16","Intersteel kapstokhaak - scheepsmodel - dubbel - mat nikkel","dict"
"8714186034217","11.36","Intersteel kapstokhaak - ovaal - mat nikkel","dict"
"8714186055526","11.16","Intersteel leuninghouder - opschroevend - vlak zadel - mat nikkel","dict"
"8714186055533","11.16","Intersteel leuninghouder - opschroevend - hol - mat nikkel","dict"
"8714186085110","68.35","Intersteel deurkruk met rozet - Yvonne - oud grijs","dict"
"8714186392706","34.15","Intersteel deurkruk met rozet - Emily - oud grijs","dict"
"8714186392751","31.30","Intersteel deurkruk met rozet - Bellevue - rond - oud grijs","dict"
"8714186368893","21.80","Intersteel voordeurknop - op rozet - oud grijs","dict"
"8714186085721","10.12","Intersteel rozet met sleutelgat - oud grijs","dict"
"8714186085738","10.12","Intersteel rozet - met profielcilindergat - oud grijs","dict"
"8714186085769","40.81","Intersteel toilet-/badkamersluiting met rozet - oud grijs","dict"
"8714186084991","76.91","Intersteel veiligheidsrozet - SKG** - oud grijs","dict"
"8714186084960","53.16","Intersteel voordeurknop - zwaar - oud grijs","dict"
"8714186084366","10.41","Intersteel afdekplaatje - tbv bout voordeurknop - oud grijs","dict"
"8714186091364","28.45","Intersteel deurbel - 50 mm rond - verdekt - oud grijs","dict"
"8714186084977","85.45","Intersteel briefplaat rechthoekig - met klep/regenrand - 325x77 mm - oud grijs","dict"
"8714186091210","119.69","Intersteel deurgreep Bau-Stil - 300 mm - oud grijs","dict"
"8714186314739","25.60","Intersteel raamkruk - Emily - oud grijs","dict"
"8714186505236","25.60","Intersteel deurkruk met rozet - Merredin - mat zwart","dict"
"8714186505205","20.38","Intersteel deurkruk met rozet - Eucla - mat zwart","dict"
"8714186505212","25.60","Intersteel deurkruk op rond rozet - Broome - Ø 50x7 mm - mat zwart","dict"
"8714186505274","20.85","Intersteel deurkruk op rozet - Cue - mat zwart","dict"
"8714186505267","26.56","Intersteel deurkruk op vierkant rozet - Moora - 55x55x10 mm - mat zwart","dict"
"8714186505281","29.03","Intersteel deurkruk met rozet - Broome - vierkant - mat zwart","dict"
"8714186505298","30.35","Intersteel deurkruk met vierkant rozet - Denham - mat zwart","dict"
"8714186505182","25.60","Intersteel deurkruk met rozet - Denham - rond - mat zwart","dict"
"8714186505199","20.85","Intersteel deurkruk met rozet - Derby - mat zwart","dict"
"8714186492208","12.31","Intersteel rozet met sleutelgat - set van 2 - mat zwart","dict"
"8714186492215","12.31","Intersteel rozet met profielcilindergat - set van 2 - mat zwart","dict"
"8714186492222","12.31","Intersteel rozet - blind - mat zwart","dict"
"8714186492239","21.38","Intersteel toilet-/badkamersluiting met rozet - Ø 55x8 mm - zwart","dict"
"8714186492147","34.68","Intersteel deurkruk met rozet - Sabel - mat zwart","dict"
"8714186492154","30.35","Intersteel deurkruk met rozet - Rond - mat zwart","dict"
"8714186492178","30.92","Intersteel deurkruk met rozet - Hoek 90° - mat zwart","dict"
"8714186492185","30.35","Intersteel deurkruk met rozet - Recht - mat zwart","dict"
"8714186492192","34.68","Intersteel deurkruk met rozet - vlak - rond - hoek 90° - ø 55x8 mm - mat zwart","dict"
"8714186089644","47.65","Intersteel deurkruk met rozet - Sigaar - mat zwart","dict"
"8714186089286","34.67","Intersteel deurkruk met rozet - Phobos - mat zwart","dict"
"8714186486047","53.16","Intersteel deurkruk met schild - Banaan - blind - mat zwart","dict"
"8714186486054","53.16","Intersteel deurkruk met schild - Banaan - SL 56 - mat zwart","dict"
"8714186486061","63.60","Intersteel deurkruk met schild - Banaan - WC 63/8 - mat zwart","dict"
"8714186102152","49.34","Intersteel deurkruk - Sophie - mat zwart ","dict"
"8714186486009","59.80","Intersteel deurkruk met rozet - Sophie - verdekt - mat zwart","dict"
"8714186486078","69.31","Intersteel deurkruk op schild - Sophie - blind - mat zwart","dict"
"8714186486085","69.31","Intersteel deurkruk op schild - Sophie - SL 56 - mat zwart","dict"
"8714186486092","78.80","Intersteel deurkruk op schild - Sophie - WC 63/8 - mat zwart","dict"
"8714186046326","30.35","Intersteel deurkruk met rozet - Elena - mat zwart","dict"
"8714186106020","72.15","Intersteel knopkruk op rozet - druppelvorm - rond - mat zwart","dict"
"8714186486016","35.10","Intersteel deurkruk met rozet - Lepel - met schroefgaten - mat zwart","dict"
"8714186486023","34.15","Intersteel deurkruk met rozet - Posthoorn - met schroefgaten - mat zwart","dict"
"8714186104392","83.56","Intersteel deurkruk - Bau-stil - mat zwart","dict"
"8714186486108","101.65","Intersteel deurkruk met schild - Bau-stil - 236x44x6 mm - mat zwart","dict"
"8714186486115","101.65","Intersteel deurkruk met schild - Bau-stil - met sleutelgat - mat zwart","dict"
"8714186486122","111.15","Intersteel deurkruk met schild - Bau-stil - WC 63/8 mm - mat zwart","dict"
"8714186400548","40.81","Intersteel deurkruk met rozet - Luzern - rond - mat zwart","dict"
"8714186489505","50.30","Intersteel deurkruk met schild - Amsterdam - blind - mat zwart","dict"
"8714186489512","50.30","Intersteel deurkruk met schild - Amsterdam - SL 56 - mat zwart","dict"
"8714186489529","50.30","Intersteel deurkruk met schild - Amsterdam - SL 72 - mat zwart","dict"
"8714186489536","50.30","Intersteel deurkruk met schild - Amsterdam - PC 55 - mat zwart","dict"
"8714186489550","59.80","Intersteel deurkruk met schild - Amsterdam - WC 63/8 - mat zwart","dict"
"8714186400531","40.81","Intersteel deurkruk met rozet - Bern - rond - mat zwart","dict"
"8714186400593","33.64","Intersteel deurkrukken - Jura Hoek 90° - mat zwart","dict"
"8714186400555","46.94","Intersteel deurkruk met rond rozet - Jura - mat zwart","dict"
"8714186489574","43.66","Intersteel deurkruk met schild - Jura - blind - mat zwart","dict"
"8714186489581","43.66","Intersteel deurkruk met schild - Jura - SL 56 - mat zwart","dict"
"8714186489598","43.66","Intersteel deurkruk met schild - Jura - SL 72 - mat zwart","dict"
"8714186489604","43.66","Intersteel deurkruk met schild - Jura - PC 55 - mat zwart","dict"
"8714186489611","43.66","Intersteel deurkruk met schild - Jura - PC 72 - mat zwart","dict"
"8714186489628","51.47","Intersteel deurkruk met schild - Jura - WC 63/8 mm - mat zwart","dict"
"8714186400562","57.90","Intersteel deurkruk met rond rozet - Jupiter - mat zwart","dict"
"8714186428597","39.86","Intersteel deurkruk met rozet - Jura - rond - zelfklevend - mat zwart","dict"
"8714186458228","72.15","Intersteel deurkruk met rozet - L/L-model - 2 mm - RVS/zwart","dict"
"8714186458211","72.15","Intersteel deurkruk met rozet - L/T-model - mat zwart","dict"
"8714186471098","33.07","Intersteel deurkruk met rozet - Agatha - mat zwart","dict"
"8714186470657","32.36","Intersteel deurkruk met rozet - Bjorn - mat zwart","dict"
"8714186470626","32.36","Intersteel deurkruk op rond rozet - Bastian - Ø 52x10 mm - mat zwart","dict"
"8714186470664","33.07","Intersteel deurkruk op rond rozet - George - Ø 52x10 mm - mat zwart","dict"
"8714186499108","36.05","Intersteel deurkruk op vierkant rozet - Bastian - 55x55x10 mm - mat zwart","dict"
"8714186408681","32.15","Intersteel deurkruk met vierkant rozet - Apollo - mat zwart","dict"
"8714186408698","33.07","Intersteel deurkruk met vierkant rozet - Zeus - mat zwart","dict"
"8714186408704","33.07","Intersteel deurkruk op vierkant rozet - Minos - mat zwart","dict"
"8714186408711","28.01","Intersteel deurkruk op vierkant rozet - Hera - mat zwart","dict"
"8714186470688","21.80","Intersteel knop met rozet - ø 52 x 10 mm - mat zwart","dict"
"8714186499405","24.66","Intersteel deurknop vast op rozet - Vierkant - met stift - mat zwart","dict"
"8714186505380","7.11","Intersteel rozet met sleutelgat - ø 50x7 mm - mat zwart","dict"
"8714186505403","7.11","Intersteel rozet met profielcilindergat - ø 50x7 mm - mat zwart","dict"
"8714186505427","18.33","Intersteel toilet-/badkamersluiting met rozet - ø 50x2 mm - mat zwart","dict"
"8714186505434","10.21","Intersteel rozet met sleutelgat - 50x50x10 mm - mat zwart","dict"
"8714186505441","10.21","Intersteel rozet met profielcilindergat - 50x50x10 mm - mat zwart","dict"
"8714186505458","21.38","Intersteel toilet-/badkamersluiting met rozet - 50x50x10 mm - mat zwart","dict"
"8714186100011","5.31","Intersteel sleutelplaatje - schroefgat - mat zwart","dict"
"8714186100028","5.31","Intersteel rozet met profielcilindergat - schroefgat - mat zwart","dict"
"8714186100035","25.60","Intersteel toilet-/badkamersluiting met rond rozet - Ø 52 mm - opschroef - mat zwart","dict"
"8714186097113","8.07","Intersteel sleutelplaatje - vierkant - mat zwart","dict"
"8714186116500","12.31","Intersteel rozet - met profielcilindergat - rechthoekig - mat zwart","dict"
"8714186123034","12.31","Intersteel rozet - met profielcilindergat - vierkant - groot - mat zwart","dict"
"8714186097618","33.20","Intersteel toilet-/badkamersluiting met vierkant rozet - 37x37 mm - mat zwart","dict"
"8714186123003","12.31","Intersteel rozet - met sleutelgat - vierkant - groot - mat zwart","dict"
"8714186122976","41.75","Intersteel toilet-/badkamersluiting - vierkant rozet - 55x55 mm - opschroef - mat zwart","dict"
"8714186408728","5.12","Intersteel vierkant rozet met sleutelgat - 55x55 mm - mat zwart","dict"
"8714186408735","5.12","Intersteel vierkant rozet met profielcilindergat - 55x55 mm - mat zwart","dict"
"8714186408742","20.26","Intersteel toilet-/badkamersluiting met vierkant rozet - 55x55 mm - mat zwart","dict"
"8714186090534","15.63","Intersteel ronde rozetten - verdekt - kunststof onderrozet - mat zwart - 0023.318604","dict"
"8714186090558","7.70","Intersteel sleutelplaatje - verdekt kunststof - mat zwart","dict"
"8714186090565","7.70","Intersteel rozet - met profielcilindergat - rond - verdekt - mat zwart","dict"
"8714186091920","30.18","Intersteel toilet-/badkamersluiting met rond rozet - Ø 49 mm - mat zwart","dict"
"8714186143636","7.49","Intersteel rozet - met sleutelgat - klaverblad - mat zwart","dict"
