"Ean","Quofi","Quofi-Titel","_type"
"8714186153178","29.40","Intersteel toilet-/badkamersluiting met klaverblad rozet - 38x38 mm - mat zwart","dict"
"8714186484425","33.20","Intersteel toilet-/badkamersluiting met rozet verdekt - Ø 53x8 mm - comfortknop - zwart","dict"
"8714186410400","5.22","Intersteel rozet met profielcilindergat - zelfklevend - rond - mat zwart","dict"
"8714186410431","20.85","Intersteel toilet-/badkamersluiting met plat rozet - Ø 55x8 mm - zelfklevend - mat zwart","dict"
"8714186410394","5.22","Intersteel rozet met sleutelgat - zelfklevend - mat zwart","dict"
"8714186410417","5.22","Intersteel rozet - blind - rond - zelfklevend - mat zwart","dict"
"8714186484111","30.35","Intersteel krukrozetten - massief - verdekt met nokken -  ø53x10 mm - zwart","dict"
"8714186458297","5.69","Intersteel rozet met sleutelgat - dun - 2 mm - mat zwart","dict"
"8714186458303","5.69","Intersteel rozet met profielcilindergat - dun - 2 mm - mat zwart","dict"
"8714186458310","26.56","Intersteel toilet-/badkamersluiting met plat rozet - Ø 51x8 mm - zwart","dict"
"8714186411803","5.98","Intersteel rond rozet met sleutelgat - Ø 53 mm - mat zwart ","dict"
"8714186411841","5.98","Intersteel rond rozet met profielcilindergat - Ø 53 mm - mat zwart ","dict"
"8714186402412","5.98","Intersteel rozet blind - mat zwart","dict"
"8714186400654","21.11","Intersteel toilet-/badkamersluiting met rozet verdekt -  Ø 53x8 mm - mat zwart","dict"
"8714186401996","22.42","Intersteel beldrukker - vierkant 42x42 mm - mat zwart","dict"
"8714186471296","5.31","Intersteel rozet met sleutelgat - rond - ø 52x10 mm - mat zwart","dict"
"8714186471302","5.31","Intersteel rozet met profielcilindergat - ø 52x10 mm - mat zwart","dict"
"8714186471326","21.38","Intersteel toilet-/badkamersluiting met rond rozet - Ø 52 mm - mat zwart","dict"
"8714186473078","32.63","Intersteel WC-overslag - met bocht - met tekst ""vrij/bezet"" - mat zwart","dict"
"8714186516638","32.63","Intersteel wc-overslag - met bocht - groen/rood - mat zwart","dict"
"8714186473146","32.63","Intersteel WC-overslag - vlak - met tekst ""vrij/bezet"" - mat zwart","dict"
"8714186516669","32.63","Intersteel wc-overslag - vlak - groen/rood - mat zwart","dict"
"8714186515174","40.81","Intersteel toilet-/badkamersluiting - George - 8 mm - met tekst ""vrij/bezet"" - zwart","dict"
"8714186492017","30.93","Intersteel veiligheidsrozet - SKG*** - met kerntrekbeveiliging - mat zwart - cilindergat","dict"
"8714186400890","51.26","Intersteel veiligheidsrozet - met kerntrekbeveiliging - mat zwart","dict"
"8714186400906","55.06","Intersteel veiligheidsrozet - met kerntrekbeveiliging - mat zwart","dict"
"8714186506660","42.70","Intersteel veiligheidsrozet - SKG*** - voor oplegsloten - met kerntrekbeveiliging - mat zwart","dict"
"8714186492062","63.60","Intersteel veiligheidsbeslag greep/kruk - SKG*** met kerntrekbeveiliging - PC 55 - aluminium zwart","dict"
"8714186492086","63.60","Intersteel veiligheidsbeslag greep/kruk - SKG*** met kerntrekbeveiliging - PC 72 - aluminium zwart","dict"
"8714186492093","63.60","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging - PC 55  - mat zwart","dict"
"8714186492109","63.60","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging - PC 72 - mat zwart","dict"
"8714186492048","15.15","Intersteel voordeurknop schaalmodel - op achterplaat - ø 55 mm - éénzijdige montage - mat zwart","dict"
"8714186400678","41.75","Intersteel voordeurknop - ø 58/66 mm - M8 - mat zwart","dict"
"8714186408926","42.74","Intersteel voordeurknop - ø 58/66 mm éénzijdig - mat zwart","dict"
"8714186400685","55.06","Intersteel voordeurknop - vierkant - 64/54 mm - M8 - mat zwart","dict"
"8714186402979","63.60","Intersteel voordeurknop - vierkant - 64/54 mm - mat zwart","dict"
"8714186405611","160.55","Intersteel veiligheidsbeslag greep/kruk - SKG*** met kerntrekbeveiliging - PC 55 - mat zwart","dict"
"8714186400913","160.55","Intersteel veiligheidsbeslag greep/kruk - SKG*** met kerntrekbeveiliging - PC 72 - mat zwart","dict"
"8714186405628","160.55","Intersteel veiligheidsbeslag greep/kruk -SKG*** met kerntrekbeveiliging - PC 92 - mat zwart","dict"
"8714186429174","155.80","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging - PC 55 mm - mat zwart","dict"
"8714186429181","155.80","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging - PC 72 mm - mat zwart","dict"
"8714186429198","155.80","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging - PC 92 - mat zwart","dict"
"8714186428306","213.75","Intersteel veiligheidsbeslag - rechthoekig - met kerntrekbeveiliging - kruk/greep - PC 55 - mat zwart","dict"
"8714186428313","213.75","Intersteel veiligheidsbeslag - rechthoekig - met kerntrekbeveiliging - kruk/greep - PC 72 - mat zwart","dict"
"8714186428320","213.75","Intersteel veiligheidsbeslag - rechthoekig - met kerntrekbeveiliging - kruk/greep - PC 92 - mat zwart","dict"
"8714186428276","203.30","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging -  PC 55 - mat zwart","dict"
"8714186400982","172.90","Intersteel veiligheidsschilden - SKG*** met kerntrekbeveiliging - pc 72 mm - mat zwart ","dict"
"8714186428283","203.30.172.90","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging -  PC 72 - mat zwart, Intersteel veiligheidsschilden - SKG*** met kerntrekbeveiliging - pc 72 mm - mat zwart ","dict"
"8714186428290","203.30","Intersteel veiligheidsbeslag kruk/kruk - SKG*** met kerntrekbeveiliging - PC 92 - mat zwart","dict"
"8714186089019","9.50","Intersteel afdekplaatje voordeurknop - mat zwart","dict"
"8714186122822","60.75","Intersteel trekbel garnituur - zwart","dict"
"8714186400814","22.75","Intersteel beldrukker - ovaal - 65x30 mm - mat zwart","dict"
"8714186498637","23.70","Intersteel deurbel - rechthoekig - verdekt - 65x30 mm - mat zwart","dict"
"8714186400821","28.45","Intersteel beldrukker - 53 mm rond - verdekt - mat zwart","dict"
"8714186400852","79.75","Intersteel briefplaat rechthoekig - met klep/regenrand - 340x75 mm - mat zwart","dict"
"8714186400838","79.75","Intersteel briefplaat - ovaal - met klep/regenrand - 340x80 mm - mat zwart","dict"
"8714186400876","61.15","Intersteel tochtwering - rechthoekig - 340x76 mm - mat zwart","dict"
"8714186400883","61.15","Intersteel tochtwering - ovaal - 340x80 mm - mat zwart","dict"
"8714186400692","18.48","Intersteel huisnummer - Nr. 0 - 150 mm - mat zwart","dict"
"8714186400708","18.48","Intersteel huisnummer - Nr. 1 - 150 mm - mat zwart","dict"
"8714186400715","18.48","Intersteel huisnummer - Nr. 2 - 150 mm - mat zwart","dict"
"8714186400722","18.48","Intersteel huisnummer - Nr. 3 - 150 mm - mat zwart","dict"
"8714186400739","18.48","Intersteel huisnummer - Nr. 4 - 150 mm - mat zwart","dict"
"8714186400746","18.48","Intersteel huisnummer - Nr. 5 - 150 mm - mat zwart","dict"
"8714186400753","18.48","Intersteel huisnummer - Nr. 6 - 150 mm - mat zwart","dict"
"8714186400760","18.48","Intersteel huisnummer - Nr. 7 - 150 mm - mat zwart","dict"
"8714186400777","18.48","Intersteel huisnummer - Nr. 8 - 150 mm - mat zwart","dict"
"8714186400784","18.48","Intersteel huisnummer - Nr. 9 - 150 mm - mat zwart","dict"
"8714186503270","36.71","Intersteel huisnummer - Nr. 0 - XL - 300 mm - mat zwart","dict"
"8714186503287","36.71","Intersteel huisnummer - Nr. 1 - XL - 300 mm - mat zwart","dict"
"8714186503294","36.71","Intersteel huisnummer - Nr. 2 - XL - 300 mm - mat zwart","dict"
"8714186503300","36.71","Intersteel huisnummer - Nr. 3 - XL - 300 mm - mat zwart","dict"
"8714186503317","36.71","Intersteel huisnummer - Nr. 4 - XL - 300 mm - mat zwart","dict"
"8714186503324","36.71","Intersteel huisnummer - Nr. 5 - XL - 300 mm - mat zwart","dict"
"8714186503331","36.71","Intersteel huisnummer - Nr. 6 - XL - 300 mm - mat zwart","dict"
"8714186503348","36.71","Intersteel huisnummer - Nr. 7 - XL - 300 mm - mat zwart","dict"
"8714186503355","36.71","Intersteel huisnummer - Nr. 8 - XL - 300 mm - mat zwart","dict"
"8714186503362","36.71","Intersteel huisnummer - Nr. 9 - XL - 300 mm - mat zwart","dict"
"8714186503379","71.20","Intersteel huisnummer - Nr. 0 - XXL - 500 mm - mat zwart","dict"
"8714186503386","71.20","Intersteel huisnummer - Nr. 1 - XXL - 500 mm - mat zwart","dict"
"8714186503393","71.20","Intersteel huisnummer - Nr. 2 - XXL - 500 mm - mat zwart","dict"
"8714186503409","71.20","Intersteel huisnummer - Nr. 3 - XXL - 500 mm - mat zwart","dict"
"8714186503416","71.20","Intersteel huisnummer - Nr. 4 - XXL - 500 mm - mat zwart","dict"
"8714186503423","71.20","Intersteel huisnummer - Nr. 5 - XXL - 500 mm - mat zwart","dict"
"8714186503430","71.20","Intersteel huisnummer - Nr. 6 - XXL - 500 mm - mat zwart","dict"
"8714186503447","71.20","Intersteel huisnummer - Nr. 7 - XXL - 500 mm - mat zwart","dict"
"8714186503454","71.20","Intersteel huisnummer - Nr. 8 - XXL - 500 mm - mat zwart","dict"
"8714186503461","71.20","Intersteel huisnummer - Nr. 9 - XXL - 500 mm - mat zwart","dict"
"8714186088975","56.95","Intersteel deurklopper - rond - 107 mm - mat zwart","dict"
"8714186443255","37.00","Intersteel deurgreep T-model - 300 mm - Ø 20 mm - mat zwart","dict"
"8714186088937","18.33","Intersteel deurstop met ring - Ø 32x45 mm - vloermontage - mat zwart","dict"
"8714186179390","10.21","Intersteel deurstop rond model - vloermontage - Ø 45 mm - mat zwart","dict"
"8714186088913","21.38","Intersteel deurstop - recht - mat zwart","dict"
"8714186502532","10.21","Intersteel deurstop - vloermontage - Ø 30x40 mm - mat zwart","dict"
"8714186502518","11.36","Intersteel deurstop vierkant universeel - vloermontage - 56x30x30 mm - mat zwart","dict"
"8714186508237","9.50","Intersteel deurstop - wandmontage - Ø 22x80 mm - mat zwart","dict"
"8714186371510","11.00","Intersteel schuifdeurkom - ovaal - 120x40 mm - blind - mat zwart","dict"
"8714186443262","13.46","Intersteel schuifdeurkom - 120x40 mm - mat zwart","dict"
"8714186447949","72.68","Intersteel schuifdeursysteem 2 meter - Basic Top - Mat zwart","dict"
"8714186428580","58.65","Intersteel schuifdeursysteem - Basic - mat zwart - 2 meter","dict"
"8714186433379","12.56","Intersteel meubelgreep - 200 x 25 mm - mat zwart","dict"
"8714186433362","24.25","Intersteel sluitvertrager - voor schuifdeursysteem - mat zwart","dict"
"8714186450987","22.46","Intersteel tussenrail voor schuifdeursysteem - 90 cm - mat zwart","dict"
"8714186088852","7.88","Intersteel sierhuls - 40/40 mm - mat zwart","dict"
"8714186088876","8.25","Intersteel sierhuls - 32/40 mm - mat zwart","dict"
"8714186460733","12.31","Intersteel kogellagerscharnier - 76x76x2,5 mm - tot 50 kg - recht - mat zwart","dict"
"8714186434086","13.25","Intersteel kogellagerscharnier - 89x89x2,5 mm - tot 70 kg - recht - mat zwart","dict"
"8714186460740","11.01","Intersteel kogellagerscharnier - 76x76x2,5 mm - tot 50 kg - afgerond - mat zwart","dict"
"8714186434093","11.86","Intersteel kogellagerscharnier - 89x89x2,5 mm - tot 70 kg - afgerond - mat zwart","dict"
"8714186508176","132.06","Intersteel taatsscharnier - tbv houten deur - 158x47x33 mm - zwarte afdekkappen","dict"
"8714186458471","85.45","Intersteel deurdranger DR120 - met schaararm - sluitkracht 2-4 - zwart ","dict"
"8714186458488","50.30","Intersteel deurdranger DR122- met schaararm - sluitkracht 2-4 - zwart","dict"
"8714186494844","74.05","Intersteel deurdranger DR124 - met glijarm - sluitkracht 3 - zwart","dict"
"8714186508701","16.11","Intersteel raamsluiting - Dudok - sluitplaat en sluithaak - DIN rechts - zwart","dict"
"8714186508718","16.11","Intersteel raamsluiting - Dudok - sluitplaat en sluithaak - DIN links - zwart","dict"
"8714186508695","20.85","Intersteel raamuitzetter - met 2 stelpennen - mat zwart","dict"
"8714186054741","12.08","Intersteel raamsluiting - Dudok rechts - mat zwart - 0023.561550A","dict"
"8714186508244","10.41","Intersteel kapstokhaak - gebogen - 135 mm - mat zwart","dict"
"8714186502556","7.70","Intersteel kapstokhaak - gebogen - 20x60 mm - mat zwart","dict"
"8714186508282","9.39","Intersteel kapstokhaak - met achterplaat - ø 45 mm - mat zwart","dict"
"8714186106990","10.21","Intersteel leuninghouder - opschroevend - vlak zadel - mat zwart","dict"
"8714186106983","10.21","Intersteel leuninghouder - centraal hol zadel - blind - zwart","dict"
"8714186502549","30.35","Intersteel kapstok - 5 haken - 378x155 mm - mat zwart","dict"
"8714186107003","10.21","Intersteel leuninghouder - opschroevend - hol zadel - mat zwart","dict"
"8714186508350","23.70","Intersteel leuninghouder - gebogen - vierkant - vlak zadel - mat zwart","dict"
"8714186106976","10.21","Intersteel leuninghouder - blind - vlak zadel - mat zwart","dict"
"8714186508367","23.70","Intersteel leuninghouder - gebogen - vierkant - hol zadel - mat zwart","dict"
"8714186038581","41.75","Intersteel voordeurknop paddenstoel - ø 57 mm - messing gebruineerd","dict"
"8714186009550","74.05","Intersteel briefplaat rechthoekig - met klep/regenrand - 325x77 mm - messing gebruineerd","dict"
"8714186493984","34.15","Intersteel deurkruk met rozet - Bjorn - wit","dict"
"8714186494028","34.15","Intersteel deurkruk op rond rozet - Bastian - Ø 52x10 mm - wit","dict"
"8714186494059","34.15","Intersteel deurkruk op vierkant rozet - Minos - wit","dict"
"8714186494035","31.30","Intersteel deurkruk op vierkant rozet - Hera - wit","dict"
"8714186493793","5.12","Intersteel rozet met sleutelgat - vierkant - 55x55x10 mm - wit","dict"
"8714186493854","5.12","Intersteel rozet met profielcilindergat - vierkant - 55x55x10 mm - wit","dict"
"8714186493878","21.38","Intersteel toilet-/badkamersluiting met vierkant rozet - 55x55x10 mm - wit","dict"
"8714186493908","5.31","Intersteel rozet met sleutelgat - rond - ø 52x10 mm - wit","dict"
"8714186493939","5.31","Intersteel rozet met profielcilindergat - rond - ø 52x10 mm - wit","dict"
"8714186493946","21.38","Intersteel toilet-/badkamersluiting met rond rozet - Ø 52 mm - wit","dict"
"8714186298404","47.46","Intersteel deurkruk met vierkant rozet - Bau-Stil 0378 - RVS geborsteld","dict"
"8714186298336","47.46","Intersteel deurkruk met rozet - Bau-Stil 0379 - RVS geborsteld","dict"
"8714186060803","40.81","Intersteel deurkruk met rozet - Recht - slank - ø 16 mm - met ring - RVS geborsteld","dict"
"8714186060513","40.81","Intersteel deurkruk met schild - Recht - blind - slank - ø 16 mm - RVS geborsteld","dict"
"8714186060520","40.81","Intersteel kruk op schild - SL56 - recht - plat - ovaal - ø 16 mm - RVS","dict"
"8714186060544","40.81","Intersteel kruk op schild - PC55 - recht - plat - ovaal - ø 16 mm - RVS","dict"
"8714186060568","50.30","Intersteel kruk op schild - WC63/8 - recht - plat - ovaal - ø 16 mm - RVS","dict"
"8714186072738","51.26","Intersteel deurkruk met rozet - Sabel - slank - met ring - ø 16 mm - RVS geborsteld","dict"
"8714186052136","35.67","Intersteel deurkruk met rozet - Recht - met ring en veer - RVS geborsteld","dict"
"8714186489710","43.66","Intersteel deurkruk met schild - Amsterdam - blind - RVS geborsteld","dict"
"8714186489727","43.66","Intersteel deurkruk met schild - Amsterdam - SL 56 - RVS geborsteld","dict"
"8714186489741","43.66","Intersteel deurkruk met schild - Amsterdam - PC 55 - RVS geborsteld","dict"
"8714186489765","54.11","Intersteel deurkruk met schild - Amsterdam - WC 63/8 mm - RVS geborsteld","dict"
"8714186052143","35.67","Intersteel deurkruk op rozet - Rond - met ring en veer - RVS geborsteld","dict"
"8714186060582","56.00","Intersteel deurkruk met schild - Rond - blind - RVS geborsteld","dict"
"8714186060599","56.00","Intersteel kruk op schild verdekt - SL56 - rond - ø 19 mm - RVS","dict"
"8714186060612","56.00","Intersteel kruk op schild verdekt - PC55 - rond - ø 19 mm - RVS","dict"
"8714186060629","56.00","Intersteel kruk op schild verdekt - PC72 - rond - ø 19 mm - RVS","dict"
"8714186060636","66.45","Intersteel kruk op schild verdekt - WC63/8 - rond - ø 19 mm - RVS","dict"
"8714186052150","41.75","Intersteel deurkruk met rozet - Hoek 90° - met ring en veer - RVS geborsteld","dict"
"8714186465349","34.15","Intersteel deurkruk met schild - Jura - blind - RVS geborsteld","dict"
"8714186489789","34.15","Intersteel deurkruk met schild - Jura - SL 56 - RVS geborsteld","dict"
"8714186489796","34.15","Intersteel deurkruk met schild - Jura - PC 55 - RVS geborsteld","dict"
"8714186489802","43.66","Intersteel deurkruk met schild - Jura - WC 63/8 mm - RVS geborsteld","dict"
"8714186058916","56.95","Intersteel deurkruk met rozet - Jupiter- met ring en veer - RVS geborsteld","dict"
"8714186051016","55.06","Intersteel deurkruk met rozet - ovaal - verkropt - met ring - RVS geborsteld","dict"
"8714186058947","50.30","Intersteel deurkruk met rozet - Half Rond - met ring en veer - RVS geborsteld","dict"
"8714186055168","66.45","Intersteel deurkruk met rozet - Kirsten - met ring en veer - RVS geborsteld","dict"
"8714186041864","24.13","Intersteel gatdeel knopkruk paddestoel - RVS ","dict"
"8714186059197","56.00","Intersteel knopkruk op rozet - paddenstoel Ø 57 mm - RVS geborsteld","dict"
"8714186080610","76.91","Intersteel deurkruk met rozet - Golfclub - met ring en veer - RVS geborsteld","dict"
"8714186052099","92.09","Intersteel deurkruk met rozet - Vlinder - met ring en veer - RVS geborsteld","dict"
"8714186052129","92.09","Intersteel deurkruk met rozet - Massief - afgerond - met ring en veer - RVS geborsteld","dict"
"8714186059043","71.20","Intersteel deurkruk met rozet - Staf - met ring en veer - RVS geborsteld","dict"
"8714186061114","82.61","Intersteel deurkruk met rozet - Combi - met ring en veer - RVS geborsteld","dict"
"8714186052181","81.65","Intersteel deurkruk met rozet - Massief - met ring en veer - RVS geborsteld","dict"
"8714186116838","81.65","Intersteel deurkruk met rozet - Emma - rond - met ring en veer - RVS geborsteld","dict"
"8714186150641","85.45","Intersteel deurkruk op rozet - Prestige - RVS geborsteld","dict"
"8714186150771","71.20","Intersteel deurkruk met rozet - Sensation - RVS","dict"
"8714186150962","85.45","Intersteel deurkruk met rozet - Magnificent - rond - RVS","dict"
"8714186151020","85.45","Intersteel deurkruk met rozet - Superior - RVS geborsteld","dict"
"8714186461907","111.15","Intersteel deurkruk met rozet - Moors No.3 - vierkant - RVS geborsteld","dict"
"8714186461891","111.15","Intersteel deurkruk met rozet - Moors No.3 - vierkant - RVS geborsteld/zwart","dict"
"8714186463383","111.15","Intersteel deurkruk met rozet - Moors No.1 - vierkant - RVS geborsteld","dict"
"8714186463376","111.15","Intersteel deurkruk met rozet - Moors No.1 - vierkant - RVS geborsteld/zwart","dict"
"8714186463437","111.15","Intersteel deurkruk met rozet - Moors No.5 - vierkant - RVS geborsteld","dict"
"8714186463420","111.15","Intersteel deurkruk met rozet - Moors No.5 - vierkant - RVS geborsteld/zwart","dict"
"8714186463413","111.15","Intersteel deurkruk met rozet - Moors No.2 - rond - ø 52x5 mm - RVS geborsteld","dict"
"8714186463406","111.15","Intersteel deurkruk met rozet - Moors No.2 - rond - ø 52x5 mm - RVS geborsteld/zwart","dict"
"8714186463505","111.15","Intersteel deurkruk met rozet - Moors No.4 - rond - ø 52x5 mm - RVS geborsteld","dict"
"8714186463444","100.70","Intersteel deurkruk met rozet - Munnikhof Dock Solid - rond - ø 52x5 mm - RVS geborsteld","dict"
"8714186363874","51.26","Intersteel raamkruk - 0730 Dock Solid - rechts - RVS geborsteld","dict"
"8714186363911","51.26","Intersteel raamkruk - 0730 Dock Solid - links - RVS geborsteld","dict"
"8714186358290","91.16","Intersteel deurgreep Dock Solid - 200 mm - RVS geborsteld","dict"
"8714186352403","100.70","Intersteel deurgreep Dock Solid - 250 mm - RVS geborsteld","dict"
"8714186463451","100.70","Intersteel deurkruk met rozet - Munnikhof Dock Wood - rond - ø 52x5 mm - RVS geborsteld/hout","dict"
"8714186364536","51.26","Intersteel raamkruk - 0731 Dock Wood - rechts - RVS geborsteld","dict"
"8714186364543","51.26","Intersteel raamkruk - 0731 Dock Wood - links - RVS geborsteld","dict"
"8714186463468","100.70","Intersteel deurkruk met rozet - Munnikhof Dock Black - rond - ø 52x5 mm - RVS geborsteld/zwart","dict"
"8714186358344","84.54","Intersteel deurgreep Dock Black - 200 mm - RVS geborsteld","dict"
"8714186358429","94.05","Intersteel deurgreep Dock Black - 250 mm - RVS geborsteld","dict"
"8714186463482","100.70","Intersteel deurkruk met rozet - Munnikhof Dock Ton - rond - ø 52x5 mm - RVS geborsteld/zwart","dict"
"8714186364611","51.26","Intersteel raamkruk - 0733 Dock Ton - rechts - RVS geborsteld","dict"
"8714186364628","51.26","Intersteel raamkruk - 0733 Dock Ton - links - RVS geborsteld","dict"
"8714186159149","56.95","Intersteel deurkruk op kortschild - Hoek 90° - brandvertragend 9 mm - blind - RVS geborsteld","dict"
"8714186098929","56.95","Intersteel Deurkruk Hoek 90° op schild - profielcilindergat 72mm - RVS - 0035.077436","dict"
"8714186121085","56.95","Intersteel Deurkruk Rond op blind schild brandvertragend - RVS - 0035.077511","dict"
"8714186092842","56.95","Intersteel Deurkruk Rond schild brandvertragend  - profielcilindergat 72mm - 0035.077536","dict"
"8714186097212","20.85","Intersteel deurkruk met rozet - Blok - 55x10 mm - RVS geborsteld","dict"
"8714186087602","18.96","Intersteel deurkruk met rozet - Recht - neutraal - RVS geborsteld","dict"
"8714186087619","18.96","Intersteel deurkruk met rozet - Rond - RVS geborsteld","dict"
"8714186087626","18.96","Intersteel deurkruk op rozet - Recht - Hoek 90° - RVS geborsteld","dict"
"8714186087640","28.45","Intersteel deurkruk met rozet - Jupiter - rond - RVS geborsteld","dict"
"8714186445013","15.79","Intersteel deurkruk op schild - Hoek 90° - blind - RVS geborsteld","dict"
"8714186445044","21.01","Intersteel deurkruk op schild - Hoek 90° - WC 63/8 mm - RVS geborsteld","dict"
"8714186445051","15.79","Intersteel deurkruk op schild - Recht - blind - RVS geborsteld","dict"
"8714186445082","21.01","Intersteel deurkruk op schild - Recht - WC 63/8 mm - RVS geborsteld","dict"
"8714186074114","28.45","Intersteel deurkruk met rozet - Recht - ovaal - RVS geborsteld","dict"
"8714186073643","30.35","Intersteel deurkruk met rozet - Hoek 90° - ovaal - RVS geborsteld","dict"
"8714186093436","30.35","Intersteel deurkruk met rozet - verkropt - ovaal - RVS geborsteld","dict"
"8714186127728","30.35","Intersteel deurkruk met vierkant rozet - Hoek 90° - RVS geborsteld","dict"
"8714186127742","30.35","Intersteel deurkruk met rozet - Hoek 90° - vierkant - RVS geborsteld","dict"
"8714186127896","35.10","Intersteel deurkruk met rozet - Blok - vierkant - RVS geborsteld","dict"
"8714186127926","35.10","Intersteel deurkruk met vierkant rozet - Vierkant - RVS geborsteld","dict"
"8714186173732","37.96","Intersteel deurkruk - 90°plat 1252 vierk rozet dub. geveerd - RVS geborsteld","dict"
"8714186129517","21.38","Intersteel deurkruk met rozet - Recht - RVS geborsteld","dict"
"8714186129593","21.38","Intersteel deurkruk met rozet - D-model - rond - met 7 mm nok - RVS geborsteld","dict"
"8714186129678","22.32","Intersteel deurkruk met rozet - Recht - hoek 90° - RVS geborsteld","dict"
"8714186129715","12.31","Intersteel gatdeel rechts - hoek 90° op rond rozet - RVS geborsteld","dict"
"8714186129722","12.31","Intersteel gatdeel links - hoek 90° op rond rozet - RVS geborsteld","dict"
"8714186129753","25.60","Intersteel deurkruk met rozet - ovale hoek 90° - RVS geborsteld","dict"
"8714186129838","27.50","Intersteel deurkruk met rozet - gebogen - met 7 mm nok - RVS geborsteld","dict"
"8714186129913","25.60","Intersteel deurkruk met rozet - Lisa - RVS geborsteld","dict"
"8714186129999","25.60","Intersteel deurkruk met rozet - Lisa - hoek 90° - ø 53x8 mm - RVS geborsteld","dict"
"8714186130070","25.60","Intersteel deurkruk op rozet - Half Rond 90° - RVS geborsteld","dict"
"8714186130155","25.60","Intersteel deurkruk met rozet - Blok - RVS geborsteld","dict"
"8714186130230","40.81","Intersteel deurkruk met rozet - Vlinder - 7 mm nok - RVS geborsteld","dict"
"8714186130391","30.35","Intersteel deurkruk met rozet - Jupiter - RVS geborsteld","dict"
"8714186131725","39.86","Intersteel deurkruk met rozet - Sabel - 7 mm nok - 53mm - RVS","dict"
"8714186159897","37.96","Intersteel deurkruk met rozet - Girona - rond - met 7 mm nok - RVS geborsteld","dict"
"8714186312094","42.70","Intersteel deurkruk met schild - Sabel - blind - verdekt - RVS geborsteld","dict"
"8714186312117","42.70","Intersteel deurkruk met schild - Sabel - profielcilindergat 72 mm - verdekt - RVS geborsteld","dict"
"8714186312124","52.20","Intersteel deurkruk met schild - Sabel - met toilet-/badkamersluiting 72mm - verdekt - RVS geborsteld","dict"
"8714186171936","36.05","Intersteel deurkruk met schild - Rond - blind - verdekt - RVS geborsteld","dict"
"8714186181232","36.05","Intersteel deurkruk met schild - met sleutelgat 56 mm - rond - verdekt - RVS geborsteld","dict"
"8714186176191","36.05","Intersteel deurkruk met schild - Rond - met sleutelgat 72 mm - verdekt - RVS geborsteld","dict"
"8714186177204","36.05","Intersteel deurkruk met schild - Rond - met profielcilindergat 55 mm - RVS geborsteld","dict"
"8714186172063","36.05","Intersteel deurkruk met schild - Rond - met profielcilindergat 72 mm - verdekt - RVS geborsteld","dict"
"8714186174562","45.56","Intersteel deurkruk met schild - Rond - WC63/8 - RVS geborsteld","dict"
"8714186171943","35.10","Intersteel deurkruk met schild - Recht - blind - verdekt - RVS geborsteld","dict"
"8714186182468","35.10","Intersteel deurkruk met schild - Recht - met sleutelgat 56mm - RVS geborsteld","dict"
"8714186253571","35.10","Intersteel deurkruk met schild - met sleutelgat 72 mm - recht - verdekt - RVS geborsteld","dict"
"8714186175767","35.10","Intersteel deurkruk met schild - Recht - met profielcilindergat 55mm - RVS geborsteld","dict"
"8714186172070","35.10","Intersteel deurkruk met schild - Recht - verdekt - met profielcilinder 72mm - RVS geborsteld","dict"
"8714186174586","44.60","Intersteel deurkruk met schild - Recht - WC 63/8mm - RVS geborsteld","dict"
"8714186171950","37.00","Intersteel deurkruk Hoek 90° met schild - loop - RVS geborsteld","dict"
"8714186185681","37.00","Intersteel deurkruk met schild - Hoek 90° - met sleutelgat 56 mm - verdekt - RVS geborsteld","dict"
"8714186179604","37.00","Intersteel deurkruk met schild - Hoek 90° - met sleutelgat 72 mm - verdekt - RVS geborsteld","dict"
"8714186182284","37.00","Intersteel deurkruk met schild - Hoek 90° - met profielcilindergat 55 mm - RVS geborsteld","dict"
"8714186171967","37.00","Intersteel deurkruk met schild - Hoek 90° - verdekt - met profielcilinder 72 mm - RVS geborsteld","dict"
"8714186171974","46.50","Intersteel deurkruk met schild - Hoek 90° - WC 63/8 mm - rechts - RVS geborsteld","dict"
"8714186171981","46.50","Intersteel deurkruk met schild - Hoek 90° - WC 63/8 mm - links - RVS geborsteld","dict"
"8714186186947","35.10","Intersteel deurkruk met schild - Hoek 90° - blind - rechthoekig - RVS geborsteld","dict"
"8714186186961","35.10","Intersteel deurkruk met schild - Hoek 90° - met sleutelgat 56 mm - rechthoekig - RVS geborsteld","dict"
"8714186289693","35.10","Intersteel deurkruk met schild - Hoek 90° - met sleutelgat 72 mm - rechthoekig - RVS geborsteld","dict"
"8714186186978","35.10","Intersteel deurkruk met schild - Hoek 90° - met profielcilindergat 55 mm - rechthoekig - RVS geborsteld","dict"
"8714186186985","35.10","Intersteel deurkruk met schild - Hoek 90° - met profielcilindergat 72 mm - rechthoekig - RVS geborsteld","dict"
